"DEPCOM","COM","POP"
16013,"Angeac-Charente",329
16014,"Angeduc",127
16015,"Angoulême",41740
16016,"Ansac-sur-Vienne",829
16018,"Ars",723
16019,"Asnières-sur-Nouère",1224
16020,"Aubeterre-sur-Dronne",386
16023,"Aunac-sur-Charente",621
16024,"Aussac-Vadalle",513
16025,"Baignes-Sainte-Radegonde",1257
16026,"Balzac",1337
16027,"Barbezières",125
16028,"Barbezieux-Saint-Hilaire",4672
16029,"Bardenac",228
16030,"Barret",1027
16031,"Barro",413
16032,"Bassac",524
16034,"Bazac",143
16035,"Beaulieu-sur-Sonnette",207
16036,"Bécheresse",290
16204,"Bellevigne",1329
16037,"Bellon",156
16038,"Benest",315
16039,"Bernac",489
16040,"Berneuil",316
16041,"Bessac",107
16042,"Bessé",121
16044,"Bioussac",227
16045,"Birac",361
16047,"Blanzaguet-Saint-Cybard",296
16048,"Boisbreteau",136
16082,"Boisné-La Tude",693
16049,"Bonnes",406
16050,"Bonneuil",260
16053,"Bors (Canton de Charente-Sud)",116
16052,"Bors (Canton de Tude-et-Lavalette)",268
16054,"Le Bouchage",166
16055,"Bouëx",892
16056,"Bourg-Charente",904
16057,"Bouteville",322
16058,"Boutiers-Saint-Trojan",1430
16059,"Brettes",175
16060,"Bréville",466
16061,"Brie",4221
16062,"Brie-sous-Barbezieux",130
16063,"Brie-sous-Chalais",154
16064,"Brigueuil",1096
16065,"Brillac",639
16066,"Brossac",486
16067,"Bunzac",463
16068,"Cellefrouin",572
16069,"Cellettes",402
16070,"Chabanais",1651
16071,"Chabrac",570
16072,"Chadurie",508
16073,"Chalais",1759
16074,"Challignac",324
16076,"Champagne-Mouton",874
16075,"Champagne-Vigny",247
16077,"Champmillon",501
16078,"Champniers",5151
16079,"Chantillac",332
16081,"La Chapelle",214
16083,"Charmé",355
16084,"Charras",337
16085,"Chasseneuil-sur-Bonnieure",3046
16086,"Chassenon",880
16087,"Chassiecq",143
16088,"Chassors",1102
16089,"Châteaubernard",3714
16090,"Châteauneuf-sur-Charente",3536
16091,"Châtignac",176
16093,"Chazelles",1558
16095,"Chenon",135
16096,"Cherves-Châtelars",413
16097,"Cherves-Richemont",2344
16098,"La Chèvrerie",140
16099,"Chillac",220
16100,"Chirac",751
16101,"Claix",1029
16102,"Cognac",18825
16103,"Combiers",124
16104,"Condac",477
16105,"Condéon",607
16106,"Confolens",2670
16046,"Coteaux-du-Blanzacais",1033
16107,"Coulgens",537
16108,"Coulonges",133
16109,"Courbillac",733
16110,"Courcôme",792
16111,"Courgeac",189
16112,"Courlac",54
16113,"La Couronne",7732
16114,"Couture",159
16116,"Criteuil-la-Magdeleine",404
16117,"Curac",125
16118,"Deviat",143
16119,"Dignac",1322
16120,"Dirac",1518
16121,"Douzat",469
16122,"Ébréon",143
16123,"Échallat",497
16124,"Écuras",582
16125,"Édon",252
16127,"Empuré",100
16128,"Épenède",185
16130,"Les Essards",193
16131,"Esse",498
16132,"Étagnac",991
16133,"Étriac",201
16134,"Exideuil-sur-Vienne",1014
16135,"Eymouthiers",302
16136,"La Faye",596
16137,"Feuillade",310
16138,"Fléac",3742
16139,"Fleurac",242
16140,"Fontclaireau",436
16141,"Fontenille",322
16142,"La Forêt-de-Tessé",189
16143,"Fouquebrune",682
16144,"Fouqueure",402
16145,"Foussignac",635
16146,"Garat",2055
16147,"Gardes-le-Pontaroux",275
16148,"Genac-Bignac",997
16150,"Gensac-la-Pallue",1549
16151,"Genté",884
16152,"Gimeux",716
16154,"Gond-Pontouvre",6010
16155,"Les Gours",108
16157,"Le Grand-Madieu",173
16158,"Grassac",323
16297,"Graves-Saint-Amant",334
16160,"Guimps",477
16161,"Guizengeard",170
16162,"Gurat",180
16163,"Hiersac",1101
16164,"Hiesse",243
16165,"Houlette",368
16166,"L' Isle-d'Espagnac",5604
16167,"Jarnac",4403
16168,"Jauldes",801
16169,"Javrezac",583
16170,"Juignac",408
16171,"Juillac-le-Coq",649
16173,"Juillé",184
16174,"Julienne",508
16176,"Lachaise",319
16177,"Ladiville",120
16178,"Lagarde-sur-le-Né",184
16180,"Laprade",247
16183,"Lésignac-Durand",187
16181,"Lessac",535
16182,"Lesterps",479
16184,"Lichères",87
16185,"Ligné",159
16186,"Lignières-Sonneville",585
16187,"Linars",2078
16188,"Le Lindois",345
16189,"Londigny",251
16190,"Longré",187
16191,"Lonnes",178
16193,"Louzac-Saint-André",995
16194,"Lupsault",99
16195,"Lussac",290
16196,"Luxé",723
16197,"La Magdeleine",114
16198,"Magnac-Lavalette-Villars",440
16199,"Magnac-sur-Touvre",3139
16200,"Maine-de-Boixe",484
16153,"Mainxe-Gondeville",1159
16203,"Mainzac",110
16205,"Manot",550
16206,"Mansle",1671
16207,"Marcillac-Lanville",511
16208,"Mareuil",405
16209,"Marillac-le-Franc",824
16210,"Marsac",827
16211,"Marthon",559
16212,"Massignac",390
16213,"Mazerolles",305
16215,"Médillac",158
16216,"Mérignac",839
16217,"Merpins",1104
16218,"Mesnac",405
16220,"Les Métairies",727
16221,"Mons",247
16222,"Montboyer",350
16223,"Montbron",2028
16225,"Montembœuf",653
16226,"Montignac-Charente",728
16227,"Montignac-le-Coq",138
16229,"Montjean",236
16224,"Montmérac",722
16230,"Montmoreau",2575
16231,"Montrollet",312
16232,"Mornac",2172
16233,"Mosnac",451
16234,"Moulidars",725
16406,"Moulins-sur-Tardoire",777
16236,"Mouthiers-sur-Boëme",2436
16237,"Mouton",224
16238,"Moutonneau",115
16239,"Mouzon",131
16240,"Nabinaud",100
16241,"Nanclars",204
16242,"Nanteuil-en-Vallée",1359
16243,"Nercillac",1081
16244,"Nersac",2416
16245,"Nieuil",932
16246,"Nonac",281
16248,"Oradour",164
16249,"Oradour-Fanais",396
16250,"Orgedeuil",229
16251,"Oriolles",255
16252,"Orival",154
16253,"Paizay-Naudouin-Embourie",368
16254,"Palluaud",228
16255,"Parzac",140
16256,"Passirac",240
16258,"Pérignac",462
16260,"Pillac",266
16261,"Les Pins",462
16263,"Plassac-Rouffiac",401
16264,"Pleuville",342
16267,"Poullignac",87
16268,"Poursac",204
16269,"Pranzac",903
16270,"Pressignac",349
16271,"Puymoyen",2377
16272,"Puyréaux",533
16273,"Raix",141
16275,"Ranville-Breuillaud",176
16276,"Reignac",747
16277,"Réparsac",601
16279,"Rioux-Martin",233
16280,"Rivières",1999
16281,"La Rochefoucauld-en-Angoumois",3981
16282,"La Rochette",533
16283,"Ronsenac",571
16284,"Rouffiac",122
16285,"Rougnac",407
16286,"Rouillac",2976
16287,"Roullet-Saint-Estèphe",4262
16289,"Roussines",283
16290,"Rouzède",241
16291,"Ruelle-sur-Touvre",7201
16292,"Ruffec",3410
16293,"Saint-Adjutory",481
16295,"Saint-Amant-de-Boixe",1370
16298,"Saint-Amant-de-Nouère",404
16301,"Saint-Aulais-la-Chapelle",233
16302,"Saint-Avit",199
16303,"Saint-Bonnet",407
16304,"Saint-Brice",965
16306,"Saint-Christophe",332
16307,"Saint-Ciers-sur-Bonnieure",334
16308,"Saint-Claud",1057
16310,"Saint-Coutant",220
16312,"Saint-Cybardeaux",829
16315,"Saint-Félix",111
16316,"Saint-Fort-sur-le-Né",372
16317,"Saint-Fraigne",442
16318,"Saint-Front",369
16320,"Saint-Genis-d'Hiersac",907
16321,"Saint-Georges",54
16323,"Saint-Germain-de-Montbron",477
16325,"Saint-Gourson",140
16326,"Saint-Groux",137
16329,"Saint-Laurent-de-Céris",778
16330,"Saint-Laurent-de-Cognac",829
16331,"Saint-Laurent-des-Combes",92
16334,"Saint-Martial",131
16335,"Saint-Martin-du-Clocher",123
16336,"Saint-Mary",348
16337,"Saint-Maurice-des-Lions",881
16338,"Saint-Médard",326
16340,"Saint-Même-les-Carrières",1068
16341,"Saint-Michel",3227
16342,"Saint-Palais-du-Né",289
16343,"Saint-Preuil",292
16346,"Saint-Quentin-de-Chalais",255
16345,"Saint-Quentin-sur-Charente",215
16347,"Saint-Romain",529
16348,"Saint-Saturnin",1292
16350,"Saint-Séverin",774
16351,"Saint-Simeux",594
16352,"Saint-Simon",203
16353,"Saint-Sornin",801
16355,"Saint-Sulpice-de-Cognac",1216
16356,"Saint-Sulpice-de-Ruffec",31
16357,"Saint-Vallier",136
16358,"Saint-Yrieix-sur-Charente",7274
16349,"Sainte-Sévère",524
16354,"Sainte-Souline",118
16359,"Salles-d'Angles",1026
16360,"Salles-de-Barbezieux",427
16361,"Salles-de-Villefagnan",323
16362,"Salles-Lavalette",352
16363,"Saulgond",522
16364,"Sauvagnac",62
16365,"Sauvignac",104
16366,"Segonzac",2089
16368,"Sers",871
16369,"Sigogne",992
16370,"Sireuil",1158
16372,"Souffrignac",134
16373,"Souvigné",208
16374,"Soyaux",9351
16375,"Suaux",390
16377,"La Tâche",115
16378,"Taizé-Aizie",577
16379,"Taponnat-Fleurignac",1504
16380,"Le Tâtre",394
16192,"Terres-de-Haute-Charente",3953
16381,"Theil-Rabier",171
16382,"Torsac",749
16383,"Tourriers",758
16384,"Touvérac",626
16385,"Touvre",1191
16387,"Triac-Lautrait",453
16388,"Trois-Palis",955
16389,"Turgon",86
16390,"Tusson",221
16339,"Val-d'Auge",811
16300,"Val-de-Bonnieure",1301
16175,"Val des Vignes",1428
16392,"Valence",197
16393,"Vars",2081
16394,"Vaux-Lavalette",93
16395,"Vaux-Rouillac",297
16396,"Ventouse",126
16397,"Verdille",353
16398,"Verneuil",98
16399,"Verrières",352
16400,"Verteuil-sur-Charente",658
16401,"Vervant",146
16402,"Vibrac",287
16403,"Le Vieux-Cérier",131
16404,"Vieux-Ruffec",106
16405,"Vignolles",168
16408,"Villebois-Lavalette",744
16409,"Villefagnan",999
16412,"Villejoubert",332
16413,"Villiers-le-Roux",137
16414,"Villognon",321
16415,"Vindelle",1075
16416,"Vitrac-Saint-Vincent",521
16419,"Vouharte",329
16420,"Voulgézac",248
16421,"Vouthon",419
16422,"Vouzan",780
16418,"Vœuil-et-Giget",1509
16423,"Xambes",293
16424,"Yviers",510
16425,"Yvrac-et-Malleyrand",547
17002,"Agudelle",134
17003,"Aigrefeuille-d'Aunis",4037
17005,"Allas-Bocage",195
17006,"Allas-Champagne",264
17007,"Anais",320
17008,"Andilly",2235
17009,"Angliers",1060
17010,"Angoulins",3940
17011,"Annepont",377
17012,"Annezay",162
17013,"Antezant-la-Chapelle",349
17015,"Arces",753
17016,"Archiac",772
17017,"Archingeay",671
17018,"Ardillières",849
17019,"Ars-en-Ré",1307
17020,"Arthenac",345
17021,"Arvert",3448
17022,"Asnières-la-Giraud",1050
17023,"Aujac",369
17024,"Aulnay",1369
17025,"Aumagne",707
17026,"Authon-Ébéon",390
17027,"Avy",476
17028,"Aytré",8725
17029,"Bagnizeau",207
17030,"Balanzac",549
17031,"Ballans",197
17032,"Ballon",795
17033,"La Barde",497
17034,"Barzan",470
17035,"Bazauges",117
17036,"Beaugeay",779
17037,"Beauvais-sur-Matha",635
17038,"Bedenac",686
17039,"Belluire",208
17041,"Benon",1625
17042,"Bercloux",439
17043,"Bernay-Saint-Martin",767
17044,"Berneuil",1146
17045,"Beurlay",1034
17046,"Bignay",411
17047,"Biron",230
17048,"Blanzac-lès-Matha",328
17049,"Blanzay-sur-Boutonne",82
17050,"Bois",530
17051,"Le Bois-Plage-en-Ré",2248
17052,"Boisredon",702
17053,"Bords",1347
17054,"Boresse-et-Martron",210
17055,"Boscamnant",387
17056,"Bougneau",605
17057,"Bouhet",903
17058,"Bourcefranc-le-Chapus",3454
17059,"Bourgneuf",1275
17060,"Boutenac-Touvent",224
17061,"Bran",130
17486,"La Brée-les-Bains",695
17062,"Bresdon",223
17063,"Breuil-la-Réorte",457
17065,"Breuil-Magné",1685
17064,"Breuillet",2917
17066,"Brie-sous-Archiac",241
17067,"Brie-sous-Matha",179
17068,"Brie-sous-Mortagne",236
17069,"Brives-sur-Charente",233
17070,"Brizambourg",905
17071,"La Brousse",509
17072,"Burie",1279
17074,"Bussac-Forêt",1034
17073,"Bussac-sur-Charente",1266
17075,"Cabariot",1341
17076,"Celles",323
17077,"Cercoux",1171
17078,"Chadenac",498
17079,"Chaillevette",1565
17080,"Chambon",928
17081,"Chamouillac",374
17082,"Champagnac",529
17083,"Champagne",611
17084,"Champagnolles",648
17085,"Champdolent",400
17086,"Chaniers",3590
17087,"Chantemerle-sur-la-Soie",185
17089,"La Chapelle-des-Pots",1002
17091,"Charron",1989
17092,"Chartuzac",151
17093,"Le Château-d'Oléron",4184
17094,"Châtelaillon-Plage",5846
17095,"Chatenet",222
17096,"Chaunac",78
17097,"Le Chay",767
17098,"Chenac-Saint-Seurin-d'Uzet",594
17099,"Chepniers",646
17100,"Chérac",1104
17101,"Cherbonnières",338
17102,"Chermignac",1247
17104,"Chevanceaux",1044
17105,"Chives",331
17106,"Cierzac",307
17107,"Ciré-d'Aunis",1361
17108,"Clam",418
17109,"Clavette",1380
17110,"Clérac",977
17111,"Clion",813
17112,"La Clisse",691
17113,"La Clotte",708
17114,"Coivert",213
17115,"Colombiers",313
17116,"Consac",211
17117,"Contré",145
17118,"Corignac",360
17119,"Corme-Écluse",1113
17120,"Corme-Royal",1839
17121,"La Couarde-sur-Mer",1206
17122,"Coulonges",241
17124,"Courant",414
17125,"Courcelles",471
17126,"Courcerac",296
17128,"Courcoury",690
17129,"Courpignac",412
17127,"Courçon",1740
17130,"Coux",456
17131,"Cozes",2142
17132,"Cramchaban",655
17133,"Cravans",872
17134,"Crazannes",440
17135,"Cressé",240
17136,"Croix-Chapeau",1245
17137,"La Croix-Comtesse",223
17138,"Dampierre-sur-Boutonne",282
17457,"La Devise",1121
17140,"Dolus-d'Oléron",3229
17141,"Dompierre-sur-Charente",458
17142,"Dompierre-sur-Mer",5482
17143,"Le Douhet",713
17139,"Dœuil-sur-le-Mignon",338
17145,"Échebrune",485
17146,"Échillais",3545
17147,"Écoyeux",1354
17148,"Écurat",471
17149,"Les Éduts",62
17150,"Les Églises-d'Argenteuil",519
17151,"L' Éguille",872
17152,"Épargnes",843
17153,"Esnandes",2069
17154,"Les Essards",698
17277,"Essouvert",1163
17155,"Étaules",2475
17156,"Expiremont",127
17157,"Fenioux",160
17158,"Ferrières",922
17159,"Fléac-sur-Seugne",373
17160,"Floirac",371
17161,"La Flotte",2762
17162,"Fontaine-Chalendray",201
17163,"Fontaines-d'Ozillac",520
17164,"Fontcouverte",2354
17165,"Fontenet",396
17166,"Forges",1301
17167,"Le Fouilloux",774
17168,"Fouras",4006
17171,"Geay",747
17172,"Gémozac",2851
17173,"La Genétouze",230
17174,"Genouillé",895
17175,"Germignac",651
17176,"Gibourne",112
17177,"Le Gicq",125
17178,"Givrezac",68
17179,"Les Gonds",1726
17180,"Gourvillette",89
17485,"Le Grand-Village-Plage",1051
17181,"Grandjean",300
17182,"La Grève-sur-Mignon",563
17183,"Grézac",929
17184,"La Gripperie-Saint-Symphorien",593
17185,"Le Gua",2097
17186,"Le Gué-d'Alleré",928
17187,"Guitinières",542
17188,"Haimps",464
17190,"L' Houmeau",2853
17004,"Île-d'Aix",224
17191,"La Jard",422
17192,"Jarnac-Champagne",786
17193,"La Jarne",2490
17194,"La Jarrie",3265
17195,"La Jarrie-Audouin",265
17196,"Jazennes",532
17197,"Jonzac",3432
17198,"Juicq",294
17199,"Jussas",150
17200,"Lagord",7048
17201,"La Laigne",474
17202,"Landes",611
17203,"Landrais",736
17204,"Léoville",312
17205,"Loire-les-Marais",393
17206,"Loiré-sur-Nie",284
17207,"Loix",729
17208,"Longèves",975
17209,"Lonzac",271
17210,"Lorignac",493
17211,"Loulay",766
17212,"Louzignac",160
17213,"Lozay",136
17214,"Luchat",525
17215,"Lussac",52
17216,"Lussant",1002
17217,"Macqueville",290
17218,"Marans",4497
17219,"Marennes-Hiers-Brouage",6252
17220,"Marignac",422
17221,"Marsais",922
17222,"Marsilly",3045
17223,"Massac",175
17224,"Matha",2166
17225,"Les Mathes",1974
17226,"Mazeray",959
17227,"Mazerolles",228
17228,"Médis",2881
17229,"Mérignac",224
17230,"Meschers-sur-Gironde",3110
17231,"Messac",105
17232,"Meursac",1489
17233,"Meux",316
17234,"Migré",331
17235,"Migron",724
17236,"Mirambeau",1492
17237,"Moëze",564
17239,"Mons",438
17240,"Montendre",3242
17241,"Montguyon",1576
17242,"Montils",853
17243,"Montlieu-la-Garde",1264
17244,"Montpellier-de-Médillan",682
17245,"Montroy",893
17246,"Moragne",507
17247,"Mornac-sur-Seudre",841
17248,"Mortagne-sur-Gironde",904
17249,"Mortiers",186
17250,"Mosnac",466
17252,"Le Mung",305
17253,"Muron",1344
17254,"Nachamps",194
17255,"Nancras",786
17256,"Nantillé",326
17257,"Néré",734
17258,"Neuillac",302
17259,"Neulles",148
17260,"Neuvicq",452
17261,"Neuvicq-le-Château",321
17263,"Nieul-le-Virouil",578
17262,"Nieul-lès-Saintes",1252
17264,"Nieul-sur-Mer",5759
17265,"Nieulle-sur-Seudre",1227
17266,"Les Nouillers",698
17267,"Nuaillé-d'Aunis",1139
17268,"Nuaillé-sur-Boutonne",198
17269,"Orignolles",676
17270,"Ozillac",626
17271,"Paillé",315
17273,"Pérignac",1017
17274,"Périgny",8428
17275,"Pessines",745
17276,"Le Pin",80
17278,"Pisany",738
17279,"Plassac",597
17280,"Plassay",721
17281,"Polignac",170
17282,"Pommiers-Moulons",207
17283,"Pons",4182
17284,"Pont-l'Abbé-d'Arnoult",1807
17285,"Port-d'Envaux",1154
17484,"Port-des-Barques",1777
17286,"Les Portes-en-Ré",606
17287,"Pouillac",249
17288,"Poursay-Garnaud",315
17289,"Préguillac",450
17290,"Prignac",297
17291,"Puilboreau",6182
17292,"Puy-du-Lac",487
17293,"Puyravault",673
17294,"Puyrolland",201
17295,"Réaux sur Trèfle",821
17296,"Rétaud",1069
17298,"Rioux",960
17297,"Rivedoux-Plage",2280
17299,"Rochefort",24151
17300,"La Rochelle",75735
17301,"Romazières",71
17302,"Romegoux",603
17303,"La Ronde",1050
17304,"Rouffiac",459
17305,"Rouffignac",422
17306,"Royan",18398
17307,"Sablonceaux",1397
17308,"Saint-Agnant",2682
17309,"Saint-Aigulin",1911
17310,"Saint-André-de-Lidon",1105
17311,"Saint-Augustin",1351
17312,"Saint-Bonnet-sur-Gironde",825
17313,"Saint-Bris-des-Bois",389
17314,"Saint-Césaire",875
17315,"Saint-Christophe",1357
17316,"Saint-Ciers-Champagne",416
17317,"Saint-Ciers-du-Taillon",550
17318,"Saint-Clément-des-Baleines",644
17320,"Saint-Coutant-le-Grand",421
17321,"Saint-Crépin",347
17322,"Saint-Cyr-du-Doret",656
17323,"Saint-Denis-d'Oléron",1320
17324,"Saint-Dizant-du-Bois",111
17325,"Saint-Dizant-du-Gua",533
17326,"Saint-Eugène",276
17327,"Saint-Félix",299
17328,"Saint-Fort-sur-Gironde",909
17329,"Saint-Froult",335
17331,"Saint-Genis-de-Saintonge",1244
17332,"Saint-Georges-Antignac",379
17337,"Saint-Georges-d'Oléron",3719
17333,"Saint-Georges-de-Didonne",5360
17334,"Saint-Georges-de-Longuepierre",230
17335,"Saint-Georges-des-Agoûts",288
17336,"Saint-Georges-des-Coteaux",2692
17338,"Saint-Georges-du-Bois",1774
17339,"Saint-Germain-de-Lusignan",1303
17341,"Saint-Germain-de-Vibrac",190
17342,"Saint-Germain-du-Seudre",433
17343,"Saint-Grégoire-d'Ardennes",151
17344,"Saint-Hilaire-de-Villefranche",1321
17345,"Saint-Hilaire-du-Bois",332
17346,"Saint-Hippolyte",1416
17347,"Saint-Jean-d'Angély",6976
17348,"Saint-Jean-d'Angle",693
17349,"Saint-Jean-de-Liversay",2891
17350,"Saint-Julien-de-l'Escap",891
17351,"Saint-Just-Luzac",1993
17353,"Saint-Laurent-de-la-Prée",2114
17354,"Saint-Léger",632
17356,"Saint-Loup",303
17357,"Saint-Maigrin",531
17358,"Saint-Mandé-sur-Brédoire",309
17359,"Saint-Mard",1198
17361,"Saint-Martial",116
17362,"Saint-Martial-de-Mirambeau",270
17363,"Saint-Martial-de-Vitaterne",548
17364,"Saint-Martial-sur-Né",452
17365,"Saint-Martin-d'Ary",473
17366,"Saint-Martin-de-Coux",461
17367,"Saint-Martin-de-Juillers",158
17369,"Saint-Martin-de-Ré",2231
17372,"Saint-Médard",75
17373,"Saint-Médard-d'Aunis",2255
17375,"Saint-Nazaire-sur-Charente",1186
17376,"Saint-Ouen-d'Aunis",1730
17377,"Saint-Ouen-la-Thène",114
17378,"Saint-Palais-de-Négrignac",438
17379,"Saint-Palais-de-Phiolin",208
17380,"Saint-Palais-sur-Mer",3897
17381,"Saint-Pardoult",241
17382,"Saint-Pierre-d'Amilly",529
17385,"Saint-Pierre-d'Oléron",6743
17383,"Saint-Pierre-de-Juillers",363
17384,"Saint-Pierre-de-l'Isle",264
17386,"Saint-Pierre-du-Palais",366
17340,"Saint-Pierre-La-Noue",1575
17387,"Saint-Porchaire",1862
17388,"Saint-Quantin-de-Rançanne",268
17391,"Saint-Rogatien",2206
17393,"Saint-Romain-de-Benet",1712
17394,"Saint-Saturnin-du-Bois",891
17395,"Saint-Sauvant",485
17396,"Saint-Sauveur-d'Aunis",1704
17397,"Saint-Savinien",2433
17398,"Saint-Seurin-de-Palenne",165
17400,"Saint-Sever-de-Saintonge",614
17401,"Saint-Séverin-sur-Boutonne",99
17402,"Saint-Sigismond-de-Clermont",159
17403,"Saint-Simon-de-Bordes",734
17404,"Saint-Simon-de-Pellouaille",654
17405,"Saint-Sorlin-de-Conac",198
17406,"Saint-Sornin",389
17408,"Saint-Sulpice-d'Arnoult",865
17409,"Saint-Sulpice-de-Royan",3204
17410,"Saint-Thomas-de-Conac",559
17411,"Saint-Trojan-les-Bains",1262
17412,"Saint-Vaize",651
17413,"Saint-Vivien",1307
17414,"Saint-Xandre",4848
17319,"Sainte-Colombe",109
17330,"Sainte-Gemme",1320
17355,"Sainte-Lheurine",512
17360,"Sainte-Marie-de-Ré",3366
17374,"Sainte-Même",244
17389,"Sainte-Radegonde",580
17390,"Sainte-Ramée",121
17407,"Sainte-Soulle",4533
17415,"Saintes",25470
17416,"Saleignes",62
17417,"Salignac-de-Mirambeau",164
17418,"Salignac-sur-Charente",599
17420,"Salles-sur-Mer",2153
17421,"Saujon",7165
17422,"Seigné",77
17423,"Semillac",72
17424,"Semoussac",364
17425,"Semussac",2333
17426,"Le Seure",255
17427,"Siecq",215
17428,"Sonnac",505
17429,"Soubise",2998
17430,"Soubran",380
17431,"Soulignonne",701
17432,"Souméras",363
17433,"Sousmoulins",219
17434,"Surgères",6807
17435,"Taillant",182
17436,"Taillebourg",731
17437,"Talmont-sur-Gironde",100
17438,"Tanzac",312
17439,"Taugon",791
17440,"Ternant",379
17441,"Tesson",1075
17442,"Thaims",384
17443,"Thairé",1691
17444,"Thénac",1677
17445,"Thézac",321
17446,"Thors",460
17447,"Le Thou",1900
17448,"Tonnay-Boutonne",1151
17449,"Tonnay-Charente",8010
17450,"Torxé",202
17451,"Les Touches-de-Périgny",568
17452,"La Tremblade",4336
17453,"Trizay",1476
17454,"Tugéras-Saint-Maurice",376
17455,"La Vallée",677
17458,"Vanzac",148
17459,"Varaize",560
17460,"Varzay",816
17461,"Vaux-sur-Mer",3798
17462,"Vénérand",761
17463,"Vergeroux",1208
17465,"La Vergne",585
17464,"Vergné",138
17466,"Vérines",2245
17467,"Vervant",238
17468,"Vibrac",152
17469,"Villars-en-Pons",566
17470,"Villars-les-Bois",246
17471,"La Villedieu",209
17472,"Villedoux",2237
17473,"Villemorin",97
17474,"Villeneuve-la-Comtesse",741
17476,"Villexavier",272
17477,"Villiers-Couture",116
17478,"Vinax",61
17479,"Virollet",275
17480,"Virson",760
17481,"Voissay",156
17482,"Vouhé",656
17483,"Yves",1477
18001,"Achères",380
18002,"Ainay-le-Vieil",186
18003,"Les Aix-d'Angillon",1916
18004,"Allogny",1017
18005,"Allouis",1071
18006,"Annoix",233
18007,"Apremont-sur-Allier",71
18009,"Arcomps",306
18010,"Ardenais",200
18011,"Argent-sur-Sauldre",2102
18012,"Argenvières",461
18013,"Arpheuilles",297
18008,"Arçay",510
18014,"Assigny",152
18015,"Aubigny-sur-Nère",5488
18016,"Aubinges",394
18017,"Augy-sur-Aubois",290
18018,"Avord",2613
18019,"Azy",445
18020,"Bannay",907
18021,"Bannegon",274
18022,"Barlieu",359
18023,"Baugy",1721
18024,"Beddes",93
18025,"Beffes",641
18026,"Belleville-sur-Loire",1058
18027,"Bengy-sur-Craon",663
18028,"Berry-Bouy",1189
18029,"Bessais-le-Fromental",312
18030,"Blancafort",1038
18031,"Blet",575
18032,"Boulleret",1436
18033,"Bourges",64551
18034,"Bouzais",313
18035,"Brécy",1013
18036,"Brinay",522
18037,"Brinon-sur-Sauldre",982
18038,"Bruère-Allichamps",564
18039,"Bué",313
18040,"Bussy",380
18041,"La Celette",181
18042,"La Celle",348
18043,"La Celle-Condé",202
18044,"Cerbois",435
18045,"Chalivoy-Milon",431
18046,"Chambon",173
18047,"La Chapelle-d'Angillon",629
18048,"La Chapelle-Hugon",387
18049,"La Chapelle-Montlinard",471
18050,"La Chapelle-Saint-Ursin",3542
18051,"La Chapelotte",151
18052,"Charenton-du-Cher",1045
18053,"Charentonnay",289
18054,"Charly",249
18055,"Chârost",980
18056,"Chassy",241
18057,"Châteaumeillant",1780
18058,"Châteauneuf-sur-Cher",1454
18059,"Le Châtelet",994
18060,"Chaumont",54
18061,"Chaumoux-Marcilly",95
18062,"Le Chautay",293
18063,"Chavannes",173
18064,"Chéry",214
18065,"Chezal-Benoît",829
18066,"Civray",920
18067,"Clémont",719
18068,"Cogny",35
18069,"Colombiers",408
18070,"Concressault",204
18071,"Contres",32
18072,"Cornusse",268
18073,"Corquoy",209
18074,"Couargues",205
18075,"Cours-les-Barres",1034
18076,"Coust",445
18077,"Couy",355
18079,"Crézancy-en-Sancerre",486
18078,"Crézançay-sur-Cher",56
18080,"Croisy",163
18081,"Crosses",391
18082,"Cuffy",1075
18083,"Culan",715
18084,"Dampierre-en-Crot",204
18085,"Dampierre-en-Graçay",248
18086,"Drevant",543
18087,"Dun-sur-Auron",3844
18088,"Ennordres",210
18089,"Épineuil-le-Fleuriel",443
18090,"Étréchy",456
18091,"Farges-Allichamps",241
18092,"Farges-en-Septaine",1009
18093,"Faverdines",142
18094,"Feux",343
18095,"Flavigny",205
18096,"Foëcy",2085
18097,"Fussy",1982
18098,"Gardefort",142
18099,"Garigny",236
18100,"Genouilly",680
18101,"Germigny-l'Exempt",307
18102,"Givardon",298
18103,"Graçay",1447
18104,"Groises",131
18105,"Gron",469
18106,"Grossouvre",274
18107,"La Groutte",127
18108,"La Guerche-sur-l'Aubois",3274
18109,"Henrichemont",1760
18110,"Herry",988
18111,"Humbligny",190
18112,"Ids-Saint-Roch",299
18113,"Ignol",180
18114,"Ineuil",238
18115,"Ivoy-le-Pré",803
18116,"Jalognes",292
18117,"Jars",507
18118,"Jouet-sur-l'Aubois",1348
18119,"Jussy-Champagne",194
18120,"Jussy-le-Chaudrier",607
18121,"Lantan",91
18122,"Lapan",207
18124,"Lazenay",342
18125,"Léré",1098
18126,"Levet",1392
18127,"Lignières",1355
18128,"Limeux",162
18129,"Lissay-Lochy",224
18130,"Loye-sur-Arnon",305
18131,"Lugny-Bourbonnais",35
18132,"Lugny-Champagne",142
18133,"Lunery",1570
18134,"Lury-sur-Arnon",668
18135,"Maisonnais",239
18137,"Mareuil-sur-Arnon",532
18138,"Marmagne",1960
18139,"Marseilles-lès-Aubigny",657
18136,"Marçais",282
18140,"Massay",1390
18141,"Mehun-sur-Yèvre",6562
18142,"Meillant",686
18143,"Menetou-Couture",365
18144,"Menetou-Râtel",484
18145,"Menetou-Salon",1617
