"DEPCOM","COM","POP"
68066,"Colmar",69105
68067,"Courtavon",368
68068,"Dannemarie",2255
68069,"Dessenheim",1420
68071,"Diefmatten",290
68072,"Dietwiller",1447
68073,"Dolleren",475
68074,"Durlinsdorf",566
68075,"Durmenach",841
68076,"Durrenentzen",907
68077,"Eglingen",365
68078,"Eguisheim",1726
68079,"Elbach",259
68080,"Emlingen",287
68082,"Ensisheim",7508
68083,"Eschbach-au-Val",362
68084,"Eschentzwiller",1473
68085,"Eteimbes",380
68086,"Falkwiller",191
68087,"Feldbach",444
68088,"Feldkirch",990
68089,"Fellering",1606
68090,"Ferrette",729
68091,"Fessenheim",2353
68092,"Fislis",418
68093,"Flaxlanden",1448
68094,"Folgensbourg",918
68095,"Fortschwihr",1157
68096,"Franken",349
68097,"Fréland",1343
68098,"Friesen",644
68099,"Frœningen",739
68100,"Fulleren",342
68101,"Galfingue",805
68102,"Geishouse",441
68103,"Geispitzen",449
68104,"Geiswasser",306
68105,"Gildwiller",271
68106,"Goldbach-Altenbach",286
68107,"Gommersdorf",361
68109,"Griesbach-au-Val",714
68110,"Grussenheim",830
68111,"Gueberschwihr",837
68112,"Guebwiller",11094
68113,"Guémar",1384
68114,"Guevenatten",140
68115,"Guewenheim",1302
68116,"Gundolsheim",699
68117,"Gunsbach",907
68118,"Habsheim",4894
68119,"Hagenbach",706
68120,"Hagenthal-le-Bas",1220
68121,"Hagenthal-le-Haut",664
68122,"Hartmannswiller",638
68123,"Hattstatt",785
68124,"Hausgauen",383
68219,"Le Haut Soultzbach",914
68125,"Hecken",497
68126,"Hégenheim",3420
68127,"Heidwiller",624
68128,"Heimersdorf",660
68129,"Heimsbrunn",1325
68130,"Heiteren",1040
68131,"Heiwiller",169
68132,"Helfrantzkirch",692
68134,"Herrlisheim-près-Colmar",1818
68135,"Hésingue",2719
68136,"Hettenschlag",331
68137,"Hindlingen",636
68138,"Hirsingue",2121
68139,"Hirtzbach",1442
68140,"Hirtzfelden",1261
68141,"Hochstatt",2143
68142,"Hohrod",365
68144,"Hombourg",1334
68145,"Horbourg-Wihr",5967
68146,"Houssen",2249
68147,"Hunawihr",602
68148,"Hundsbach",346
68149,"Huningue",7238
68150,"Husseren-les-Châteaux",514
68151,"Husseren-Wesserling",1048
68152,"Illfurth",2474
68153,"Illhaeusern",702
68240,"Illtal",1420
68154,"Illzach",14691
68155,"Ingersheim",4678
68156,"Issenheim",3416
68157,"Jebsheim",1403
68158,"Jettingen",502
68159,"Jungholtz",898
68160,"Kappelen",587
68161,"Katzenthal",528
68162,"Kaysersberg Vignoble",4523
68163,"Kembs",5257
68165,"Kiffis",249
68166,"Kingersheim",13055
68167,"Kirchberg",762
68168,"Knœringue",381
68171,"Kruth",941
68172,"Kunheim",1763
68169,"Kœstlach",506
68170,"Kœtzingue",600
68173,"Labaroche",2165
68174,"Landser",1601
68175,"Lapoutroie",1908
68176,"Largitzen",314
68177,"Lautenbach",1511
68178,"Lautenbachzell",955
68179,"Lauw",915
68180,"Leimbach",888
68181,"Levoncourt",240
68182,"Leymen",1208
68183,"Liebenswiller",194
68184,"Liebsdorf",307
68185,"Lièpvre",1724
68186,"Ligsdorf",311
68187,"Linsdorf",321
68188,"Linthal",599
68189,"Logelheim",818
68190,"Lucelle",34
68191,"Luemschwiller",777
68193,"Luttenbach-près-Munster",742
68194,"Lutter",279
68195,"Lutterbach",6310
68196,"Magny",308
68197,"Magstatt-le-Bas",475
68198,"Magstatt-le-Haut",283
68199,"Malmerspach",504
68200,"Manspach",560
68201,"Masevaux-Niederbruck",3797
68202,"Mertzen",209
68203,"Merxheim",1261
68204,"Metzeral",1060
68205,"Meyenheim",1480
68207,"Michelbach-le-Bas",697
68208,"Michelbach-le-Haut",597
68209,"Mittelwihr",832
68210,"Mittlach",335
68211,"Mitzach",390
68213,"Mollau",349
68214,"Montreux-Jeune",370
68215,"Montreux-Vieux",899
68217,"Moosch",1677
68216,"Mooslargue",417
68218,"Morschwiller-le-Bas",3766
68221,"Muespach",899
68222,"Muespach-le-Haut",1065
68223,"Muhlbach-sur-Munster",767
68224,"Mulhouse",109443
68225,"Munchhouse",1519
68226,"Munster",4606
68227,"Muntzenheim",1257
68228,"Munwiller",475
68229,"Murbach",159
68212,"Mœrnach",529
68230,"Nambsheim",586
68231,"Neuf-Brisach",1931
68232,"Neuwiller",463
68234,"Niederentzen",715
68235,"Niederhergheim",1129
68237,"Niedermorschwihr",539
68238,"Niffer",946
68239,"Oberbruck",393
68241,"Oberentzen",637
68242,"Oberhergheim",1202
68243,"Oberlarg",138
68244,"Obermorschwihr",359
68245,"Obermorschwiller",407
68246,"Obersaasheim",1033
68247,"Oderen",1268
68248,"Oltingue",686
68249,"Orbey",3552
68250,"Orschwihr",1043
68251,"Osenbach",890
68252,"Ostheim",1612
68253,"Ottmarsheim",1885
68254,"Petit-Landau",828
68255,"Pfaffenheim",1457
68256,"Pfastatt",9579
68257,"Pfetterhouse",980
68143,"Porte du Ried",1782
68258,"Pulversheim",2960
68259,"Raedersdorf",513
68260,"Raedersheim",1108
68261,"Rammersmatt",223
68262,"Ranspach",819
68263,"Ranspach-le-Bas",646
68264,"Ranspach-le-Haut",628
68265,"Rantzwiller",795
68266,"Réguisheim",1895
68267,"Reiningue",1981
68268,"Retzwiller",709
68269,"Ribeauvillé",4729
68270,"Richwiller",3689
68271,"Riedisheim",12645
68273,"Riespach",643
68274,"Rimbach-près-Guebwiller",187
68275,"Rimbach-près-Masevaux",464
68276,"Rimbachzell",198
68277,"Riquewihr",1077
68278,"Rixheim",13902
68279,"Roderen",887
68280,"Rodern",362
68281,"Roggenhouse",469
68282,"Romagny",263
68283,"Rombach-le-Franc",780
68284,"Roppentzwiller",698
68285,"Rorschwihr",372
68286,"Rosenau",2374
68287,"Rouffach",4518
68288,"Ruederbach",399
68289,"Ruelisheim",2297
68291,"Rumersheim-le-Haut",1079
68290,"Rustenhart",859
68292,"Saint-Amarin",2262
68081,"Saint-Bernard",571
68293,"Saint-Cosme",91
68296,"Saint-Hippolyte",966
68297,"Saint-Louis",21177
68299,"Saint-Ulrich",308
68294,"Sainte-Croix-aux-Mines",1922
68295,"Sainte-Croix-en-Plaine",2978
68298,"Sainte-Marie-aux-Mines",5095
68300,"Sausheim",5501
68301,"Schlierbach",1227
68302,"Schweighouse-Thann",767
68303,"Schwoben",228
68304,"Sentheim",1577
68305,"Seppois-le-Bas",1378
68306,"Seppois-le-Haut",511
68307,"Sewen",501
68308,"Sickert",327
68309,"Sierentz",3696
68311,"Sondernach",615
68312,"Sondersdorf",335
68313,"Soppe-le-Bas",763
68315,"Soultz-Haut-Rhin",7072
68316,"Soultzbach-les-Bains",735
68317,"Soultzeren",1121
68318,"Soultzmatt",2411
68320,"Spechbach",1334
68321,"Staffelfelden",3959
68322,"Steinbach",1360
68323,"Steinbrunn-le-Bas",757
68324,"Steinbrunn-le-Haut",583
68325,"Steinsoultz",769
68326,"Sternenberg",155
68327,"Stetten",351
68328,"Storckensohn",207
68329,"Stosswihr",1352
68330,"Strueth",331
68331,"Sundhoffen",1938
68332,"Tagolsheim",928
68333,"Tagsdorf",294
68334,"Thann",7780
68335,"Thannenkirch",463
68336,"Traubach-le-Bas",478
68337,"Traubach-le-Haut",604
68338,"Turckheim",3776
68340,"Ueberstrass",375
68341,"Uffheim",885
68342,"Uffholtz",1795
68343,"Ungersheim",2341
68344,"Urbès",435
68345,"Urschenheim",735
68192,"Valdieu-Lutran",421
68347,"Vieux-Ferrette",688
68348,"Vieux-Thann",2843
68349,"Village-Neuf",4284
68351,"Vogelgrun",649
68352,"Volgelsheim",2668
68350,"Vœgtlinshoffen",489
68353,"Wahlbach",497
68354,"Walbach",904
68355,"Waldighofen",1540
68356,"Walheim",896
68357,"Waltenheim",532
68358,"Wasserbourg",463
68359,"Wattwiller",1634
68360,"Weckolsheim",665
68361,"Wegscheid",322
68362,"Wentzwiller",756
68363,"Werentzhouse",544
68364,"Westhalten",988
68365,"Wettolsheim",1733
68366,"Wickerschwihr",732
68367,"Widensolen",1177
68368,"Wihr-au-Val",1263
68370,"Wildenstein",180
68371,"Willer",308
68372,"Willer-sur-Thur",1825
68373,"Winkel",304
68374,"Wintzenheim",7594
68375,"Wittelsheim",10355
68376,"Wittenheim",14317
68377,"Wittersdorf",806
68378,"Wolfersdorf",372
68379,"Wolfgantzen",1048
68380,"Wolschwiller",453
68381,"Wuenheim",799
68382,"Zaessingue",378
68383,"Zellenberg",322
68384,"Zillisheim",2572
68385,"Zimmerbach",843
68386,"Zimmersheim",1016
69001,"Affoux",369
69002,"Aigueperse",248
69003,"Albigny-sur-Saône",2880
69004,"Alix",763
69005,"Ambérieux",578
69006,"Amplepuis",4976
69007,"Ampuis",2713
69008,"Ancy",640
69009,"Anse",7178
69010,"L' Arbresle",6398
69012,"Les Ardillats",622
69013,"Arnas",3778
69014,"Aveize",1127
69016,"Azolette",120
69017,"Bagnols",731
69018,"Beaujeu",2157
69179,"Beauvallon",4013
69019,"Belleville-en-Beaujolais",12971
69020,"Belmont-d'Azergues",631
69021,"Bessenay",2293
69022,"Bibost",575
69023,"Blacé",1631
69026,"Le Breuil",530
69027,"Brignais",11434
69028,"Brindas",6174
69029,"Bron",41543
69030,"Brullioles",816
69031,"Brussieu",1376
69032,"Bully",1982
69033,"Cailloux-sur-Fontaines",2722
69034,"Caluire-et-Cuire",43187
69035,"Cenves",391
69036,"Cercié",1128
69228,"Chabanière",4183
69037,"Chambost-Allières",839
69038,"Chambost-Longessaigne",938
69039,"Chamelet",682
69040,"Champagne-au-Mont-d'Or",5526
69042,"La Chapelle-sur-Coise",573
69270,"Chaponnay",4273
69043,"Chaponost",8717
69044,"Charbonnières-les-Bains",5067
69045,"Charentay",1240
69046,"Charly",4541
69047,"Charnay",1057
69049,"Chasselay",2784
69271,"Chassieu",10359
69050,"Châtillon",2137
69051,"Chaussan",1116
69052,"Chazay-d'Azergues",4130
69053,"Chénas",545
69054,"Chénelette",321
69055,"Les Chères",1453
69056,"Chessy",2063
69057,"Chevinay",557
69058,"Chiroubles",391
69059,"Civrieux-d'Azergues",1515
69060,"Claveisolles",635
69061,"Cogny",1167
69062,"Coise",769
69063,"Collonges-au-Mont-d'Or",4052
69299,"Colombier-Saugnieu",2613
69272,"Communay",4197
69064,"Condrieu",3897
69273,"Corbas",11050
69065,"Corcelles-en-Beaujolais",942
69066,"Cours",4449
69067,"Courzieu",1118
69068,"Couzon-au-Mont-d'Or",2516
69069,"Craponne",11067
69070,"Cublize",1266
69071,"Curis-au-Mont-d'Or",1172
69072,"Dardilly",8600
69275,"Décines-Charpieu",28602
69074,"Denicé",1513
69135,"Deux-Grosnes",1905
69075,"Dième",186
69076,"Dommartin",2576
69077,"Dracé",956
69078,"Duerne",829
69080,"Échalas",1799
69081,"Écully",18517
69082,"Émeringes",259
69083,"Éveux",1169
69276,"Feyzin",9857
69084,"Fleurie",1265
69085,"Fleurieu-sur-Saône",1449
69086,"Fleurieux-sur-l'Arbresle",2334
69087,"Fontaines-Saint-Martin",3052
69088,"Fontaines-sur-Saône",7069
69089,"Francheville",14198
69090,"Frontenas",815
69277,"Genas",12734
69278,"Genay",5470
69091,"Givors",19975
69092,"Gleizé",7472
69093,"Grandris",1181
69094,"Grézieu-la-Varenne",5734
69095,"Grézieu-le-Marché",815
69096,"Grigny",9662
69097,"Les Haies",785
69098,"Les Halles",492
69099,"Haute-Rivoire",1444
69100,"Irigny",8641
69279,"Jonage",5903
69280,"Jons",1487
69102,"Joux",691
69103,"Juliénas",909
69104,"Jullié",435
69105,"Lacenas",972
69106,"Lachassagne",1118
69107,"Lamure-sur-Azergues",1048
69108,"Lancié",1021
69109,"Lantignié",880
69110,"Larajasse",1853
69111,"Légny",667
69112,"Lentilly",5793
69113,"Létra",922
69115,"Limas",4803
69116,"Limonest",3664
69117,"Lissieu",3122
69118,"Loire-sur-Rhône",2559
69119,"Longes",977
69120,"Longessaigne",595
69121,"Lozanne",2626
69122,"Lucenay",1808
69381,"Lyon 1er Arrondissement",29352
69382,"Lyon 2e Arrondissement",30520
69383,"Lyon 3e Arrondissement",101744
69384,"Lyon 4e Arrondissement",35949
69385,"Lyon 5e Arrondissement",49409
69386,"Lyon 6e Arrondissement",51777
69387,"Lyon 7e Arrondissement",81566
69388,"Lyon 8e Arrondissement",85088
69389,"Lyon 9e Arrondissement",50687
69124,"Marchampt",462
69125,"Marcilly-d'Azergues",875
69126,"Marcy",726
69127,"Marcy-l'Étoile",3657
69281,"Marennes",1688
69130,"Meaux-la-Montagne",237
69131,"Messimy",3381
69132,"Meys",850
69282,"Meyzieu",33477
69133,"Millery",4331
69283,"Mions",13542
69134,"Moiré",210
69136,"Montagny",2959
69284,"Montanay",3142
69137,"Montmelas-Saint-Sorlin",502
69138,"Montromant",456
69139,"Montrottier",1385
69140,"Morancé",1970
69141,"Mornant",5938
69142,"La Mulatière",6334
69143,"Neuville-sur-Saône",7514
69145,"Odenas",927
69148,"Orliénas",2444
69149,"Oullins",26273
69151,"Le Perréon",1587
69152,"Pierre-Bénite",10390
69153,"Poleymieux-au-Mont-d'Or",1332
69154,"Pollionnay",2637
69155,"Pomeys",1145
69156,"Pommiers",2637
69159,"Porte des Pierres Dorées",3753
69160,"Poule-les-Écharmeaux",1102
69161,"Propières",468
69285,"Pusignan",4114
69162,"Quincié-en-Beaujolais",1325
69163,"Quincieux",3467
69164,"Ranchal",319
69165,"Régnié-Durette",1119
69286,"Rillieux-la-Pape",30012
69166,"Riverie",322
69167,"Rivolet",579
69168,"Rochetaillée-sur-Saône",1528
69169,"Ronno",636
69170,"Rontalon",1162
69171,"Sain-Bel",2316
69180,"Saint-André-la-Côte",284
69181,"Saint-Appolinaire",213
69287,"Saint-Bonnet-de-Mure",6800
69182,"Saint-Bonnet-des-Bruyères",356
69183,"Saint-Bonnet-le-Troncy",313
69186,"Saint-Clément-de-Vers",226
69187,"Saint-Clément-les-Places",640
69188,"Saint-Clément-sur-Valsonne",909
69191,"Saint-Cyr-au-Mont-d'Or",5576
69192,"Saint-Cyr-le-Chatoux",145
69193,"Saint-Cyr-sur-le-Rhône",1306
69194,"Saint-Didier-au-Mont-d'Or",6785
69196,"Saint-Didier-sur-Beaujeu",616
69197,"Saint-Étienne-des-Oullières",2207
69198,"Saint-Étienne-la-Varenne",741
69199,"Saint-Fons",18802
69200,"Saint-Forgeux",1486
69203,"Saint-Genis-l'Argentière",1041
69204,"Saint-Genis-Laval",21217
69205,"Saint-Genis-les-Ollières",4984
69206,"Saint-Georges-de-Reneins",4378
69207,"Saint-Germain-au-Mont-d'Or",3085
69208,"Saint-Germain-Nuelles",2265
69209,"Saint-Igny-de-Vers",582
69212,"Saint-Jean-des-Vignes",432
69214,"Saint-Jean-la-Bussière",1214
69215,"Saint-Julien",854
69216,"Saint-Julien-sur-Bibost",562
69217,"Saint-Just-d'Avray",747
69218,"Saint-Lager",1040
69219,"Saint-Laurent-d'Agny",2139
69220,"Saint-Laurent-de-Chamousset",1827
69288,"Saint-Laurent-de-Mure",5377
69225,"Saint-Marcel-l'Éclairé",524
69227,"Saint-Martin-en-Haut",3865
69229,"Saint-Nizier-d'Azergues",790
69289,"Saint-Pierre-de-Chandieu",4520
69231,"Saint-Pierre-la-Palud",2635
69290,"Saint-Priest",46207
69233,"Saint-Romain-au-Mont-d'Or",1211
69234,"Saint-Romain-de-Popey",1560
69235,"Saint-Romain-en-Gal",1889
69236,"Saint-Romain-en-Gier",579
69291,"Saint-Symphorien-d'Ozon",5735
69238,"Saint-Symphorien-sur-Coise",3682
69239,"Saint-Vérand",1192
69240,"Saint-Vincent-de-Reins",630
69184,"Sainte-Catherine",980
69189,"Sainte-Colombe",1909
69190,"Sainte-Consorce",1939
69201,"Sainte-Foy-l'Argentière",1281
69202,"Sainte-Foy-lès-Lyon",22012
69230,"Sainte-Paule",324
69172,"Salles-Arbuissonnas-en-Beaujolais",791
69173,"Sarcey",1002
69292,"Sathonay-Camp",5934
69293,"Sathonay-Village",2360
69174,"Les Sauvages",612
69175,"Savigny",2009
69294,"Sérézin-du-Rhône",2664
69295,"Simandres",1812
69296,"Solaize",2922
69176,"Soucieu-en-Jarrest",4515
69177,"Sourcieux-les-Mines",2029
69178,"Souzy",813
69241,"Taluyers",2539
69242,"Taponas",976
69243,"Tarare",10582
69244,"Tassin-la-Demi-Lune",22297
69245,"Ternand",684
69297,"Ternay",5514
69246,"Theizé",1247
69248,"Thizy-les-Bourgs",6031
69249,"Thurins",3050
69250,"La Tour-de-Salvagny",4050
69298,"Toussieu",3080
69252,"Trèves",737
69253,"Tupin-et-Semons",617
69024,"Val d'Oingt",4037
69254,"Valsonne",952
69255,"Vaugneray",5734
69256,"Vaulx-en-Velin",49658
69257,"Vaux-en-Beaujolais",1087
69258,"Vauxrenard",321
69259,"Vénissieux",65894
69260,"Vernaison",4998
69261,"Vernay",101
69265,"Ville-sur-Jarnioux",806
69263,"Villechenève",883
69264,"Villefranche-sur-Saône",36857
69266,"Villeurbanne",147712
69267,"Villié-Morgon",2111
69157,"Vindry-sur-Turdine",5133
69268,"Vourles",3411
69269,"Yzeron",1022
70001,"Abelcourt",354
70002,"Aboncourt-Gesincourt",214
70003,"Achey",70
70004,"Adelans-et-le-Val-de-Bithaine",301
70005,"Aillevans",148
70006,"Aillevillers-et-Lyaumont",1551
70007,"Ailloncourt",302
70008,"Ainvelle",148
70009,"Aisey-et-Richecourt",107
70010,"Alaincourt",112
70011,"Amage",338
70012,"Amance",652
70013,"Ambiévillers",73
70014,"Amblans-et-Velotte",396
70015,"Amoncourt",286
70016,"Amont-et-Effreney",164
70017,"Anchenoncourt-et-Chazel",241
70018,"Ancier",502
70019,"Andelarre",134
70020,"Andelarrot",237
70021,"Andornay",203
70022,"Angirey",140
70023,"Anjeux",144
70024,"Apremont",460
70025,"Arbecey",259
70026,"Arc-lès-Gray",2540
70027,"Argillières",75
70028,"Aroz",148
70029,"Arpenans",245
70030,"Arsans",48
70031,"Athesans-Étroitefontaine",654
70032,"Attricourt",44
70035,"Augicourt",177
70036,"Aulx-lès-Cromary",167
70037,"Autet",262
70038,"Authoison",320
70039,"Autoreille",337
70042,"Autrey-le-Vay",92
70040,"Autrey-lès-Cerre",234
70041,"Autrey-lès-Gray",374
70043,"Auvet-et-la-Chapelotte",238
70044,"Auxon",419
70045,"Avrigney-Virey",420
70046,"Les Aynans",351
70047,"Baignes",104
70048,"Bard-lès-Pesmes",145
70049,"Barges",94
70050,"La Barre",101
70051,"La Basse-Vaivre",37
70052,"Bassigney",127
70053,"Les Bâties",79
70054,"Battrans",237
70055,"Baudoncourt",533
70056,"Baulay",297
70057,"Bay",142
70058,"Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur",934
70059,"Beaumotte-Aubertans",458
70060,"Beaumotte-lès-Pin",307
70061,"Belfahy",81
70062,"Belmont",137
70063,"Belonchamp",204
70064,"Belverne",145
70065,"Besnans",79
70066,"Betaucourt",170
70067,"Betoncourt-lès-Brotte",122
70069,"Betoncourt-Saint-Pancras",50
70070,"Betoncourt-sur-Mance",29
70071,"Beulotte-Saint-Laurent",58
70072,"Beveuge",83
70074,"Blondefontaine",269
70075,"Bonboillon",199
70076,"Bonnevent-Velloreille",378
70077,"Borey",230
70078,"Bougey",93
70079,"Bougnon",545
70080,"Bouhans-et-Feurg",239
70081,"Bouhans-lès-Lure",323
70082,"Bouhans-lès-Montbozon",142
70083,"Bouligney",410
70084,"Boulot",690
70085,"Boult",623
70086,"Bourbévelle",78
70087,"Bourguignon-lès-Conflans",141
70088,"Bourguignon-lès-la-Charité",116
70089,"Bourguignon-lès-Morey",47
70090,"Boursières",57
70091,"Bousseraucourt",49
70092,"Bresilley",188
70093,"Breuches",688
70094,"Breuchotte",300
70095,"Breurey-lès-Faverney",635
70096,"Brevilliers",634
70097,"Briaucourt",239
70098,"Brotte-lès-Luxeuil",208
70099,"Brotte-lès-Ray",75
70101,"Broye-Aubigney-Montseugny",486
70100,"Broye-les-Loups-et-Verfontaine",127
70102,"Brussey",276
70103,"La Bruyère",218
70104,"Bucey-lès-Gy",592
70105,"Bucey-lès-Traves",123
70106,"Buffignécourt",116
70107,"Bussières",425
70109,"Buthiers",308
70111,"Calmoutier",266
70112,"Cemboing",180
70113,"Cenans",125
70114,"Cendrecourt",207
70115,"Cerre-lès-Noroy",233
70116,"Chagey",634
70117,"Châlonvillars",1248
70118,"Chambornay-lès-Bellevaux",185
70119,"Chambornay-lès-Pin",361
70120,"Champagney",3788
70121,"Champey",875
70122,"Champlitte",1639
70124,"Champtonnay",101
70125,"Champvans",180
70126,"Chancey",200
70127,"Chantes",119
70128,"La Chapelle-lès-Luxeuil",382
70129,"La Chapelle-Saint-Quillain",154
70130,"Charcenne",336
70132,"Chargey-lès-Gray",694
70133,"Chargey-lès-Port",237
70134,"Chariez",207
70135,"Charmes-Saint-Valbert",38
70136,"Charmoille",484
70137,"Chassey-lès-Montbozon",217
70138,"Chassey-lès-Scey",131
70140,"Châteney",64
70141,"Châtenois",118
70142,"Chaumercenne",187
70143,"Chauvirey-le-Châtel",123
70144,"Chauvirey-le-Vieil",34
70145,"Chaux-la-Lotière",454
70146,"Chaux-lès-Port",159
70147,"Chavanne",239
70148,"Chemilly",88
70149,"Chenebier",695
70150,"Chenevrey-et-Morogne",308
70151,"Chevigney",36
70152,"Choye",453
70153,"Cintrey",94
70154,"Cirey",368
70155,"Citers",778
70156,"Citey",103
70157,"Clairegoutte",379
70158,"Clans",106
70159,"Cognières",92
70160,"Coisevaux",327
70162,"Colombe-lès-Vesoul",460
70163,"Colombier",452
70164,"Colombotte",85
70165,"Combeaufontaine",542
70166,"Comberjon",161
70167,"Conflandey",360
70168,"Conflans-sur-Lanterne",623
70169,"Confracourt",216
70170,"Contréglise",118
70171,"Corbenay",1282
70172,"La Corbière",106
70174,"Cordonnet",142
70175,"Cornot",139
70176,"Corravillers",190
70177,"Corre",596
70178,"La Côte",519
70179,"Coulevon",173
70180,"Courchaton",449
70181,"Courcuire",128
70182,"Courmont",136
70183,"Courtesoult-et-Gatey",61
70184,"Couthenans",730
70185,"Cresancey",181
70186,"La Creuse",74
70187,"Crevans-et-la-Chapelle-lès-Granges",264
70188,"Creveney",57
70189,"Cromary",245
70190,"Cubry-lès-Faverney",178
70192,"Cugney",205
70193,"Cult",233
70194,"Cuve",141
70195,"Dambenoît-lès-Colombe",277
70196,"Dampierre-lès-Conflans",260
70197,"Dampierre-sur-Linotte",802
70198,"Dampierre-sur-Salon",1263
70199,"Dampvalley-lès-Colombe",113
70200,"Dampvalley-Saint-Pancras",32
70201,"Delain",219
70202,"Demangevelle",278
70203,"La Demie",142
70204,"Denèvre",165
70205,"Échavanne",205
70206,"Échenans-sous-Mont-Vaudois",522
70207,"Échenoz-la-Méline",3231
70208,"Échenoz-le-Sec",298
70210,"Écromagny",158
70211,"Écuelle",70
70213,"Éhuns",234
70214,"Équevilley",123
70215,"Errevet",248
70216,"Esboz-Brest",428
70217,"Esmoulières",97
70218,"Esmoulins",136
70219,"Esprels",733
70220,"Essertenne-et-Cecey",411
70221,"Étobon",288
70222,"Étrelles-et-la-Montbleuse",77
70224,"Étuz",666
70225,"Fahy-lès-Autrey",112
70226,"Fallon",313
70227,"Faucogney-et-la-Mer",530
70228,"Faverney",961
70229,"Faymont",262
70230,"Fédry",97
70231,"Ferrières-lès-Ray",33
70232,"Ferrières-lès-Scey",124
70233,"Les Fessey",136
70234,"Filain",235
70235,"Flagy",156
70236,"Fleurey-lès-Faverney",466
70237,"Fleurey-lès-Lavoncourt",99
70238,"Fleurey-lès-Saint-Loup",134
70239,"Fondremand",198
70240,"Fontaine-lès-Luxeuil",1351
70242,"Fontenois-la-Ville",135
70243,"Fontenois-lès-Montbozon",328
70244,"Fouchécourt",110
70245,"Fougerolles-Saint-Valbert",3803
70247,"Fouvent-Saint-Andoche",214
70248,"Frahier-et-Chatebier",1378
70252,"Framont",176
70249,"Francalmont",120
70250,"Franchevelle",428
70251,"Francourt",101
70253,"Frasne-le-Château",292
70254,"Frédéric-Fontaine",258
70255,"Fresne-Saint-Mamès",505
70256,"Fresse",721
70257,"Fretigney-et-Velloreille",735
70258,"Froideconche",1980
70259,"Froideterre",371
70260,"Frotey-lès-Lure",691
70261,"Frotey-lès-Vesoul",1411
70262,"Genevreuille",165
70263,"Genevrey",243
70264,"Georfans",59
70265,"Germigney",161
70267,"Gevigney-et-Mercey",482
70268,"Gézier-et-Fontenelay",211
70269,"Girefontaine",37
70271,"Gouhenans",388
70272,"Gourgeon",208
70273,"Grammont",66
70443,"La Grande-Résie",86
70274,"Grandecourt",48
70275,"Grandvelle-et-le-Perrenot",371
70276,"Granges-la-Ville",185
70277,"Granges-le-Bourg",387
70278,"Grattery",213
70279,"Gray",5512
70280,"Gray-la-Ville",955
70282,"Gy",1049
70283,"Haut-du-Them-Château-Lambert",434
70284,"Hautevelle",267
70285,"Héricourt",10601
70286,"Hugier",128
70287,"Hurecourt",40
70288,"Hyet",124
70289,"Igny",200
70290,"Jasney",233
70291,"Jonvelle",126
70292,"Jussey",1613
70293,"Lambrey",83
70294,"Lantenot",353
70295,"La Lanterne-et-les-Armonts",215
70296,"Larians-et-Munans",260
70297,"Larret",60
70298,"Lavigney",121
70299,"Lavoncourt",309
70301,"Lieffrans",62
70302,"Lieucourt",77
70303,"Liévans",148
70304,"Linexert",128
70306,"Lomont",443
70307,"Longevelle",125
70308,"La Longine",226
70309,"Loulans-Verchamp",453
70310,"Lure",8207
70311,"Luxeuil-les-Bains",6722
70312,"Luze",707
70313,"Lyoffans",375
70305,"Lœuilley",104
70314,"Magnivray",168
70315,"Magnoncourt",418
70316,"Le Magnoray",89
70317,"Les Magny",139
70318,"Magny-Danigon",439
70319,"Magny-Jobert",110
70320,"Magny-lès-Jussey",103
70321,"Magny-Vernois",1376
70322,"Mailleroncourt-Charette",279
70323,"Mailleroncourt-Saint-Pancras",192
70324,"Mailley-et-Chazelot",649
70325,"Maizières",363
70326,"La Malachère",307
70327,"Malans",134
70328,"Malbouhans",335
70329,"Malvillers",63
70330,"Mandrevillars",242
70331,"Mantoche",448
70332,"Marast",55
70334,"Marnay",1481
70335,"Maussans",67
70336,"Mélecey",144
70337,"Melin",58
70338,"Melincourt",237
70339,"Mélisey",1681
70340,"Membrey",217
70341,"Menoux",301
70342,"Mercey-sur-Saône",133
70343,"Mersuay",289
70344,"Meurcourt",330
70347,"Mignavillers",339
70348,"Moffans-et-Vacheresse",625
70349,"Moimay",236
70350,"Molay",67
70351,"Mollans",234
70367,"Mont-le-Vernois",171
70369,"Mont-Saint-Léger",51
70352,"La Montagne",37
70353,"Montagney",514
70355,"Montarlot-lès-Rioz",285
70356,"Montboillon",270
70357,"Montbozon",562
70358,"Montcey",276
70359,"Montcourt",55
70360,"Montdoré",73
70361,"Montessaux",162
70362,"Montigny-lès-Cherlieu",157
70363,"Montigny-lès-Vesoul",660
70364,"Montjustin-et-Velotte",121
70368,"Montot",132
70371,"Montureux-et-Prantigny",208
70372,"Montureux-lès-Baulay",156
70374,"Motey-Besuche",103
70376,"Nantilly",481
70378,"Navenne",1660
70380,"Neurey-en-Vaux",176
70381,"Neurey-lès-la-Demie",328
70383,"Neuvelle-lès-Cromary",403
70384,"Neuvelle-lès-la-Charité",225
70385,"La Neuvelle-lès-Lure",333
70386,"La Neuvelle-lès-Scey",187
70387,"Noidans-le-Ferroux",687
70388,"Noidans-lès-Vesoul",1992
70389,"Noiron",57
70390,"Noroy-le-Bourg",497
70392,"Oigney",41
70393,"Oiselay-et-Grachaux",422
70394,"Onay",60
70395,"Oppenans",53
70396,"Oricourt",38
70397,"Ormenans",77
70398,"Ormoiche",65
